# 🔄 Migrated from legacy SRS Foundry format (old session: [S-luuci01]) by SRS Foundry Migrator. Date: 2026-07-20.
# [S-luucipet] RTM — Part B (§5–§10)

| Req-ID | Title | Source Tags | Section | Status | Linked Standards | Conflict IDs | Feasibility Score (D1–D5) | Verification Method | Notes |
| SRS-INT-0055 | Payload Type — Cloud Downlink | [PRD §8.6] | §10 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-INT-0056 | Base Station Payload Content Opacity | [PRD §8.3] | §10 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Inspection | in-scope |
| SRS-INT-0057 | Collar Buffer Retention Pending Acknowledgment | [PRD §8.4] | §10 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-INT-0058 | No FIFO Clear on Disconnect Alone | [PRD §8.4] | §10 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-INT-0059 | Sequence-Loss Detection | [PRD §7.6] | §10 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-INT-0060 | Corruption-Free Record Forwarding | [PRD §7.6] | §10 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |


| SRS-RELI-0001 | IP67 Rating Retention Over Full Service Lifetime | [PRD §12.2] | §13 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Analysis | in-scope; CRITICAL; xref SRS-HW-0003,SRS-ENV-0005,SRS-ENV-0006 |
| SRS-RELI-0002 | Collar Device Operational Availability | [PRD §12.2] | §13 | APPROVED | — | — | PASS/MARGINAL/PASS/PASS/PASS | Test | in-scope; HIGH; MARGINAL D4: measurement window absent; xref SRS-HW-0025,SRS-INT-0031,SRS-INT-0032 |
| SRS-RELI-0003 | Base Station Uptime | [PRD §12.2] | §13 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; HIGH; 99.5% over rolling 90-day window |
| SRS-RELI-0004 | OTA Update Success Rate | [PRD §12.2] | §13 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; HIGH; xref SRS-FUNC-0055,SRS-FUNC-0056,SRS-FUNC-0057 |

| SRS-ENV-0001 | Device Operating Temperature Range | [PRD §12.5] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0002 | Device Storage Temperature Range | [PRD §12.5] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0003 | CCF Thermal-Cycling Exposure | [PRD §12.5], [ASSUMPTION: A-0003] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0004 | Device Damp-Heat Exposure | [PRD §13.4] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0005 | Prohibition on IP67 Claims for CCF-Mated Configuration | [PRD §4.1 fn²], [PRD §13.4] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Inspection | in-scope |
| SRS-ENV-0006 | Independent Laboratory Confirmation of IP67 Rating | [PRD §13.4] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Inspection | in-scope |
| SRS-ENV-0007 | Twist-Lock Channel Water-Ingress Exclusion | [PRD §13.4] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0008 | Ingress Seal-Boundary Interior Placement | [PRD §13.4] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Inspection | in-scope |
| SRS-ENV-0009 | Drop Survival | [PRD §12.5] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0010 | Mechanical Shock Resistance | [PRD §13.4] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0011 | Vibration Resistance | [PRD §13.4] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0012 | Enclosure UV Stabilization | [PRD §12.5] | §12 | APPROVED | — | — | PASS/PASS/MARGINAL/MARGINAL/PASS | Analysis | in-scope |
| SRS-ENV-0013 | CCF UV Aging Exposure | [PRD §12.5] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0014 | CCF Chemical-Fluid Exposure | [PRD §12.5] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0015 | Post-Thermal-Cycling Zone 2 Fuse-Force Window Retention | [PRD §12.5] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0016 | Post-Thermal-Cycling Twist-Lock Detent-Torque Window Retention | [PRD §12.5] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0017 | Post-UV-Aging Zone 2 Fuse-Force Window Retention | [PRD §12.5] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-ENV-0018 | Post-Chemical-Exposure Zone 2 Fuse-Force Window Retention | [PRD §12.5] | §12 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-UX-0001 | BLE pairing + first sync within 3 min of user initiating pairing mode | [PRD §12.4] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-UX-0002 | QR-code OOB pairing as primary method (LE Secure Connections) | [PRD §5.6] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Demonstration | in-scope; xref SRS-CONN-0003 (§4) |
| SRS-UX-0003 | Single physical mechanism (button) to initiate pairing mode | [PRD §5.6] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Inspection | in-scope |
| SRS-UX-0004 | Distinct pairing-mode LED indication distinguishable from all other states | [PRD §5.6] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref SRS-UX-0012/0013 (§14.3); MODIFIED v3→v4 (CR-0024) |
| SRS-UX-0005 | Auto-exit pairing mode after 3 min with no pairing completion | [PRD §5.6] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-UX-0006 | Audible click + tactile detent on Twist-Lock engagement | [PRD §10.1.3.2a] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref §11 (COMP-HW) |
| SRS-UX-0007 | Magnetic-assist alignment force ≤5 mm before lug channel engagement | [PRD §10.1.3.2a] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref §11 (COMP-HW) |
| SRS-UX-0008 | Twist-Lock engage ≤5 N axial + ≤0.10 N·m rotational torque | [PRD §10.1.3.2a] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref §11 (COMP-HW) |
| SRS-UX-0009 | Twist-Lock removal ≤0.15 N·m detent-release torque | [PRD §10.1.3.2a] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref §11 (COMP-HW) |
| SRS-UX-0010 | ≥90% first-attempt pogo-pin charging seating rate (≥20 participants) | [PRD §10.1.3.5] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref §11 (COMP-HW) |
| SRS-UX-0011 | Asymmetric lug keying prevents incorrect-orientation insertion (poka-yoke) | [PRD §10.1.3.2a] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref §11 (COMP-HW) |
| SRS-UX-0012 | LED communicates 7 operational states: boot, pairing, normal, low-bat, charging, fault, OTA | — | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; master LED-state list; xref UX-0013/0014/0022/0023/0028 |
| SRS-UX-0013 | Each operational state = unique LED color/blink-cadence/duty-cycle pattern | — | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref SRS-UX-0012; priority MEDIUM→HIGH per CR-0023; MODIFIED v3→v4 (CR-0023) |
| SRS-UX-0014 | Critical/non-critical state differentiation via temporal pattern (colorblind-accessible) | — | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Analysis | in-scope; colorblind-accessibility; xref SRS-UX-0012 |
| SRS-UX-0015 | Twist-Lock engagement click ≥40 dBA at 30 cm (ambient ≤30 dBA) | — | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref §11 (COMP-HW) |
| SRS-UX-0016 | Base station LEDs: AC power, charging, cloud-connected, OTA in progress | [PRD §11.6] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-UX-0017 | Base station LED auto-dimming <50 lux or user-configurable quiet-hours (should) | [PRD §11.6],[ASSUMPTION: A-0008] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; should (recommended); xref A-0008 |
| SRS-UX-0018 | Base station initial setup ≤5 min (Wi-Fi + cloud registration) | [PRD §12.4] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref A-0009 (Wi-Fi assumption) |
| SRS-UX-0019 | CCF variant visual/tactile differentiation (size, color, or texture) | [PRD §12.4] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Inspection | in-scope; CCF variant differentiation |
| SRS-UX-0020 | CCF Zone 1 clamp install ≤60 s without tools (wrap-and-lock) | [PRD §12.4] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-UX-0021 | CCF Zone 2 visible fracture indicator discernible at 60 cm without magnification | [PRD §10.1.3.2b],[PRD §10.1.3.6] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Inspection | in-scope; xref SRS-SAFE-0008 (§7); CR-0022; VM Test→Inspection per V-Method v2 |
| SRS-UX-0022 | Distinct low-battery LED at ≤20% SoC, persists until charging confirmed | [PRD §10.4] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref SRS-UX-0012/0013 (§14.3); low-battery = ≤20% SoC |
| SRS-UX-0023 | Distinct fault-state LED pattern (sensor fail, NVM corruption, BLE init fail) | — | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref SRS-UX-0012/0013 (§14.3); MODIFIED v3→v4 (CR-0024) |
| SRS-UX-0024 | Confirmation feedback (LED/haptic) within 1 s of user physical action | — | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |
| SRS-UX-0025 | Battery SoC % (0–100) in every sync payload for app display | [PRD §12.4] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; interface obligation → EXTERNAL: Mobile App team |
| SRS-UX-0026 | GNSS fix interval in status payload every sync (Max variant, app battery estimate) | [PRD §12.4] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; Max variant only; interface obligation → EXTERNAL: Mobile App team |
| SRS-UX-0027 | Breakaway event record with elevated TX priority on next base contact | [PRD §10.1.3.6],[PRD §12.4],[ASSUMPTION: A-0018] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; secondary to UX-0021; xref A-0018, SRS-UX-0021 |
| SRS-UX-0028 | Distinct LED pattern per OTA state (Download/Verify/Pending/Install/Success/Fail) | [PRD §9.5] | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope; xref §5 (OTA functional states) |
| SRS-UX-0029 | LED continuously active during OTA; no dark period >10 s in states >30 s | — | §14 | APPROVED | — | — | PASS/PASS/PASS/PASS/PASS | Test | in-scope |

*RTM Part B Row Count: 194 (§5:20 · §6:8 · §7:22 · §8:6 · §9:27 · §10:60 · §12:18 · §13:4 · §14:29). Part A (§1–§4) = 89 rows. Combined = 283 — Reconciled MATCH (post-§14 UX UPDATE-ROW).*
